[PtcServer Acquisition File]
PtcServerVersion=1.0.0.49
[PTC Status]
ID=Potenciostat [kolibrik.net] 1.4C_20161122 (PTC1, PTC-gamma-rC)
Serial=Kl-Ptc-150238
Setpoint=0
Range=15A
Feedback=Vout
OutputEnabled=0
Switches=35264
AutoCalib=3
AutoRange=0
Vout=0.000146073
Vsense=0.0001361543
Vref=-0.001683696
I=0.00571004
[ACQ CV]
Timestamp=2017-01-18 20:44:45.543
StepReduction=1
AvgOnReduction=1
ChannelMask=15
VChannel=1
Start=0
Margin1=-0.05
Margin2=0.05
End=0
Speed=50
Step=0.001
Sweeps=102
WaitFirst=10
WaitStep=2
WaitSweep=1
RelayAfterOff=1
ChannelCount=4
Channel1=Vout
Channel1Src=Tag3/Channel0
Channel2=Vsense
Channel2Src=Tag3/Channel1
Channel3=Vref
Channel3Src=Tag3/Channel2
Channel4=I
Channel4Src=Tag3/Channel3
[DataHeader]
Number	Vout	Vsense	Vref	I
[Data]
1817	-0.2414951	-0.01160992	-0.001786534	-2.349734
1818	-0.2405766	-0.0115612	-0.001751098	-2.340591
1819	-0.2395517	-0.01148513	-0.001753816	-2.3305
1820	-0.2386227	-0.01151083	-0.001755748	-2.320721
1821	-0.2374796	-0.01145916	-0.00174481	-2.310855
1822	-0.2365129	-0.01129897	-0.001750639	-2.301046
1823	-0.2355057	-0.01134956	-0.001716283	-2.291232
1824	-0.2346012	-0.01117437	-0.001759122	-2.281554
1825	-0.2335065	-0.01114988	-0.00178398	-2.271832
1826	-0.2324756	-0.01110253	-0.001770814	-2.261978
1827	-0.2315236	-0.01108362	-0.001725126	-2.252334
1828	-0.2305726	-0.011046	-0.001725126	-2.242841
1829	-0.229532	-0.01095023	-0.001789777	-2.233189
1830	-0.2285137	-0.01098257	-0.001744417	-2.223313
1831	-0.2274913	-0.01088998	-0.001733936	-2.213299
1832	-0.2264637	-0.01083256	-0.001758368	-2.203865
1833	-0.2255136	-0.01077536	-0.001691556	-2.194493
1834	-0.2245536	-0.0107028	-0.001731251	-2.184566
1835	-0.2235033	-0.01066764	-0.001789285	-2.174839
1836	-0.2225044	-0.01062713	-0.001772255	-2.165104
1837	-0.2215478	-0.0105872	-0.001764722	-2.155191
1838	-0.2205493	-0.01054915	-0.001787582	-2.145529
1839	-0.2195433	-0.01040702	-0.001785716	-2.135797
1840	-0.2184917	-0.01039957	-0.00185708	-2.126015
1841	-0.217676	-0.01032337	-0.001779526	-2.117001
1842	-0.2166483	-0.01025895	-0.00176053	-2.107336
1843	-0.2156292	-0.01022313	-0.001851414	-2.097425
1844	-0.2145426	-0.01025573	-0.001824591	-2.087398
1845	-0.2135831	-0.01017881	-0.001802681	-2.077935
1846	-0.2126197	-0.0101135	-0.001814929	-2.067714
1847	-0.2116086	-0.01012824	-0.00174553	-2.058072
1848	-0.2105602	-0.01003894	-0.001795836	-2.048043
1849	-0.2095445	-0.00999422	-0.001744122	-2.038118
1850	-0.208599	-0.01001501	-0.001772844	-2.028312
1851	-0.2074768	-0.01002138	-0.001791774	-2.018698
1852	-0.20656	-0.00993779	-0.001796785	-2.008817
1853	-0.205487	-0.00982107	-0.001775465	-1.998989
1854	-0.2044555	-0.00983052	-0.001801305	-1.989262
1855	-0.2034968	-0.00972763	-0.001732593	-1.979724
1856	-0.2025441	-0.00971243	-0.001760825	-1.970215
1857	-0.2015512	-0.00963777	-0.0017622	-1.960418
1858	-0.2005619	-0.00959758	-0.001748478	-1.950776
1859	-0.1996588	-0.00954912	-0.001730268	-1.941058
1860	-0.1986554	-0.00944816	-0.001703871	-1.931496
1861	-0.1975564	-0.00950841	-0.001763314	-1.921395
1862	-0.1965281	-0.00942925	-0.001757255	-1.911445
1863	-0.1955116	-0.00936992	-0.001756567	-1.901446
1864	-0.1944657	-0.00933125	-0.001760956	-1.891671
1865	-0.1934895	-0.00921542	-0.001780377	-1.882079
1866	-0.1925604	-0.00914086	-0.001839231	-1.872425
1867	-0.1916181	-0.009103	-0.001759122	-1.862712
1868	-0.1905323	-0.00915875	-0.001756371	-1.852898
1869	-0.1895581	-0.00910651	-0.001781032	-1.843072
1870	-0.1886146	-0.00900887	-0.001757222	-1.833242
1871	-0.1875949	-0.00891241	-0.001790628	-1.823469
1872	-0.1865411	-0.00893628	-0.001820366	-1.813803
1873	-0.1855413	-0.00885321	-0.001777724	-1.80403
1874	-0.1844425	-0.00878555	-0.001763903	-1.793867
1875	-0.1835122	-0.00871033	-0.001796065	-1.784374
1876	-0.1825599	-0.0086006	-0.001840803	-1.774656
1877	-0.1815874	-0.00863938	-0.001774056	-1.764852
1878	-0.1805912	-0.00858563	-0.001801829	-1.75532
1879	-0.1795462	-0.00857145	-0.001829307	-1.745317
1880	-0.1785378	-0.00849019	-0.00180124	-1.735641
1881	-0.1775342	-0.00840837	-0.001863499	-1.725901
1882	-0.1765623	-0.00839422	-0.001871196	-1.715916
1883	-0.1755582	-0.00834386	-0.001922353	-1.706191
1884	-0.1744807	-0.00820357	-0.001841392	-1.696239
1885	-0.1735422	-0.00825226	-0.001766294	-1.686668
1886	-0.1725033	-0.00822586	-0.001765508	-1.676877
1887	-0.1715113	-0.00812346	-0.001805956	-1.667408
1888	-0.1705223	-0.00807178	-0.001758631	-1.657777
1889	-0.1694714	-0.00804604	-0.00169362	-1.647949
1890	-0.1685269	-0.00794987	-0.001744973	-1.638121
1891	-0.1674817	-0.00792702	-0.001810901	-1.628501
1892	-0.1665644	-0.00790296	-0.001739962	-1.618892
1893	-0.1654901	-0.00782524	-0.001665257	-1.609121
1894	-0.1645382	-0.0078672	-0.001708751	-1.599394
1895	-0.1635463	-0.0077345	-0.001719952	-1.589734
1896	-0.1625526	-0.00774661	-0.001664373	-1.580046
1897	-0.1615773	-0.00771936	-0.001698598	-1.57035
1898	-0.1605891	-0.0076732	-0.001729417	-1.56053
1899	-0.159636	-0.00754952	-0.001689526	-1.550768
1900	-0.1586182	-0.0075552	-0.001794526	-1.541347
1901	-0.1575266	-0.00747059	-0.001759809	-1.531038
1902	-0.156494	-0.00741383	-0.001761971	-1.52125
1903	-0.1556109	-0.00735778	-0.001793576	-1.511416
1904	-0.1545318	-0.00727531	-0.001794002	-1.501829
1905	-0.1535827	-0.00723863	-0.001777593	-1.492016
1906	-0.1525709	-0.00719231	-0.001740061	-1.482155
1907	-0.1514677	-0.00716466	-0.001849711	-1.472297
1908	-0.1504859	-0.00715738	-0.001783423	-1.462427
1909	-0.149532	-0.00706361	-0.001755126	-1.452837
1910	-0.1485267	-0.00702496	-0.001820399	-1.443182
1911	-0.147601	-0.00705937	-0.001782702	-1.433291
1912	-0.1466706	-0.00699981	-0.001826032	-1.424479
1913	-0.145626	-0.00697992	-0.001754045	-1.414594
1914	-0.1445853	-0.00684711	-0.001796982	-1.404803
1915	-0.1436541	-0.00690188	-0.001773958	-1.395113
1916	-0.142571	-0.00677078	-0.001814438	-1.384848
1917	-0.1415678	-0.00678089	-0.001803041	-1.375057
1918	-0.1405263	-0.00674041	-0.001842145	-1.365115
1919	-0.1396159	-0.00660432	-0.001725323	-1.35542
1920	-0.1385888	-0.00655753	-0.001781523	-1.345649
1921	-0.1376453	-0.00651127	-0.00177458	-1.335964
1922	-0.1365325	-0.00638707	-0.001739013	-1.326059
1923	-0.1355444	-0.00641091	-0.001789678	-1.31621
1924	-0.1345804	-0.00637968	-0.001684155	-1.306327
1925	-0.1336189	-0.00633004	-0.001710617	-1.296734
1926	-0.1325724	-0.006311	-0.001719624	-1.287013
1927	-0.1316387	-0.00623427	-0.001764722	-1.277354
1928	-0.1305305	-0.00620459	-0.001717659	-1.267394
1929	-0.1295662	-0.00619914	-0.001762331	-1.25734
1930	-0.1285069	-0.00609519	-0.001720082	-1.247504
1931	-0.1274653	-0.00604063	-0.001832222	-1.237653
1932	-0.1265237	-0.00605416	-0.001810312	-1.227861
1933	-0.1255067	-0.00593711	-0.00176053	-1.218446
1934	-0.1244649	-0.00585618	-0.001817713	-1.208628
1935	-0.1235158	-0.0057957	-0.001839951	-1.198784
1936	-0.1225648	-0.00575263	-0.001818172	-1.189405
1937	-0.1215296	-0.00573864	-0.001765705	-1.179694
1938	-0.1205474	-0.00571868	-0.00180887	-1.169922
1939	-0.1195651	-0.00565646	-0.001787812	-1.159957
1940	-0.1185379	-0.00558794	-0.001835759	-1.150178
1941	-0.1175015	-0.00551647	-0.001794951	-1.140437
1942	-0.1165358	-0.00551128	-0.001804056	-1.130966
1943	-0.1155849	-0.00543002	-0.001812244	-1.121086
1944	-0.1144513	-0.00545937	-0.001828914	-1.111387
1945	-0.1135042	-0.00539108	-0.001802582	-1.101768
1946	-0.1124707	-0.00534058	-0.001783554	-1.091815
1947	-0.1114854	-0.00524435	-0.001732757	-1.082552
1948	-0.1105636	-0.00522492	-0.001798881	-1.072456
1949	-0.1095059	-0.00518496	-0.001768259	-1.062839
1950	-0.1085361	-0.00513079	-0.001692211	-1.053198
1951	-0.1075398	-0.00505931	-0.001654122	-1.043442
1952	-0.1064858	-0.00503544	-0.001689264	-1.033564
1953	-0.1055081	-0.00496738	-0.00170934	-1.023856
1954	-0.1045949	-0.00493908	-0.001760628	-1.014206
1955	-0.1035834	-0.00486823	-0.001784209	-1.004543
1956	-0.1025942	-0.00486134	-0.001796065	-0.994768
1957	-0.1015238	-0.0047897	-0.001778019	-0.985099
1958	-0.1005197	-0.00468319	-0.001759449	-0.975302
1959	-0.0994932	-0.00461579	-0.001773499	-0.965414
1960	-0.0984937	-0.00457402	-0.001769471	-0.955665
1961	-0.0975223	-0.00453469	-0.001854918	-0.945953
1962	-0.0965983	-0.0044684	-0.001782866	-0.936168
1963	-0.0955896	-0.00445071	-0.001728139	-0.926499
1964	-0.0946023	-0.00441446	-0.001691262	-0.916816
1965	-0.0935141	-0.00435106	-0.001783783	-0.906991
1966	-0.0925667	-0.00425765	-0.001807331	-0.897162
1967	-0.0916174	-0.00421543	-0.001788761	-0.887597
1968	-0.0906263	-0.00418273	-0.001826229	-0.877689
1969	-0.0895958	-0.00414905	-0.001877648	-0.86785
1970	-0.0885656	-0.00399933	-0.001820301	-0.857914
1971	-0.0875146	-0.00398784	-0.00185161	-0.847942
1972	-0.0865626	-0.00389873	-0.001838084	-0.838384
1973	-0.0855492	-0.0039248	-0.001786862	-0.828542
1974	-0.0845293	-0.00388271	-0.001753096	-0.818796
1975	-0.0834442	-0.00382434	-0.001858881	-0.808903
1976	-0.0824782	-0.00382778	-0.00186137	-0.7992
1977	-0.0815284	-0.00369823	-0.001815028	-0.789486
1978	-0.0805697	-0.00364044	-0.001863466	-0.779832
1979	-0.0795585	-0.0036281	-0.001894907	-0.770191
1980	-0.078619	-0.00360361	-0.001859995	-0.760474
1981	-0.0775419	-0.00355643	-0.00183458	-0.750779
1982	-0.0766174	-0.00345849	-0.001878139	-0.740946
1983	-0.0756244	-0.00339194	-0.001894089	-0.731729
1984	-0.0745985	-0.00339204	-0.001796065	-0.721628
1985	-0.0735849	-0.00332976	-0.001837069	-0.712143
1986	-0.072522	-0.00327637	-0.001807724	-0.702054
1987	-0.0716466	-0.00326235	-0.001795737	-0.692208
1988	-0.070617	-0.00328895	-0.001845421	-0.682495
1989	-0.0695739	-0.00321964	-0.001845486	-0.672751
1990	-0.0685368	-0.003064276	-0.001831927	-0.662708
1991	-0.0675828	-0.003041195	-0.001784144	-0.652904
1992	-0.0666405	-0.003006919	-0.001854263	-0.642952
1993	-0.0654943	-0.002937019	-0.001826294	-0.633289
1994	-0.0645632	-0.002856614	-0.001840574	-0.623551
1995	-0.063586	-0.002870206	-0.001794689	-0.613743
1996	-0.0625403	-0.002874244	-0.001794493	-0.604017
1997	-0.0614909	-0.002779787	-0.001761218	-0.594342
1998	-0.0605213	-0.002668848	-0.001815421	-0.584501
1999	-0.0595035	-0.002645274	-0.001730563	-0.574751
2000	-0.0586104	-0.002597405	-0.001780999	-0.565462
2001	-0.0575857	-0.00261103	-0.001746611	-0.555412
2002	-0.0565933	-0.00251457	-0.001801371	-0.545944
2003	-0.0555242	-0.002485087	-0.001792855	-0.535888
2004	-0.0545582	-0.002435182	-0.001813619	-0.526087
2005	-0.0535703	-0.002353923	-0.001800486	-0.516431
2006	-0.0526145	-0.002422017	-0.001805137	-0.506688
2007	-0.0515956	-0.002278869	-0.001778838	-0.49691
2008	-0.0505574	-0.002213599	-0.001776775	-0.486849
2009	-0.049584	-0.002190879	-0.001771895	-0.477067
2010	-0.0485806	-0.002187465	-0.001762069	-0.467243
2011	-0.0475427	-0.002139005	-0.001815945	-0.457585
2012	-0.0465265	-0.002073242	-0.001819056	-0.447842
2013	-0.0455301	-0.002033187	-0.001771338	-0.438204
2014	-0.0445023	-0.001951173	-0.001737146	-0.428343
2015	-0.0435261	-0.00191404	-0.001739799	-0.418823
2016	-0.0424986	-0.001895457	-0.001797604	-0.409197
2017	-0.0415116	-0.001858948	-0.001796294	-0.399499
2018	-0.0405344	-0.001810816	-0.001779493	-0.389681
2019	-0.0395482	-0.001789475	-0.001803598	-0.380116
2020	-0.0385588	-0.001763177	-0.001789973	-0.370311
2021	-0.0375678	-0.001622262	-0.001782244	-0.360605
2022	-0.0365017	-0.001633687	-0.001731447	-0.350961
2023	-0.0355535	-0.001537457	-0.0017772	-0.341196
2024	-0.034543	-0.001448121	-0.001791283	-0.331478
2025	-0.0335866	-0.001503706	-0.001833696	-0.321952
2026	-0.0326686	-0.001431672	-0.001767801	-0.3125097
2027	-0.03158567	-0.00143246	-0.001796261	-0.3024936
2028	-0.03059683	-0.00136499	-0.001752801	-0.292624
2029	-0.02961399	-0.001241148	-0.001726174	-0.2827652
2030	-0.0286555	-0.001190784	-0.001756436	-0.2730435
2031	-0.02766087	-0.001096457	-0.001821218	-0.2633225
2032	-0.02665944	-0.001079779	-0.001826097	-0.2535471
2033	-0.02552851	-0.001059259	-0.00188351	-0.2437559
2034	-0.02451291	-0.000990016	-0.001855541	-0.2337931
2035	-0.02350641	-0.000944084	-0.001789711	-0.2240408
2036	-0.02254058	-0.000809276	-0.001845453	-0.2144137
2037	-0.02162516	-0.000819027	-0.001802582	-0.204924
2038	-0.02066113	-0.000795913	-0.001805268	-0.1954976
2039	-0.01962672	-0.000775787	-0.001784242	-0.1858931
2040	-0.01867299	-0.000715212	-0.00179934	-0.1758646
2041	-0.01763138	-0.000701095	-0.001746807	-0.1659832
2042	-0.0166192	-0.00065884	-0.001754176	-0.1563457
2043	-0.01573429	-0.000597247	-0.001742451	-0.1467264
2044	-0.01467934	-0.000615961	-0.001771534	-0.1368992
2045	-0.01368692	-0.000528792	-0.001807135	-0.127336
2046	-0.01270369	-0.000432463	-0.001850333	-0.1176485
2047	-0.01169268	-0.00036171	-0.001745137	-0.1079722
2048	-0.01077543	-0.000318208	-0.00174481	-0.0985264
2049	-0.00971938	-0.0002867218	-0.001786305	-0.0891013
2050	-0.0087915	-0.0002768394	-0.001783587	-0.0798827
2051	-0.00787784	-0.0001555252	-0.001790694	-0.0713741
2052	-0.00706421	-0.0001616976	-0.001808052	-0.0633065
2053	-0.00638314	-9.0288E-5	-0.001837495	-0.0563515
2054	-0.00573098	-0.0001288328	-0.001843554	-0.0506432
2055	-0.00504221	-1.027642E-5	-0.001802713	-0.0448484
2056	-0.00433854	-3.95297E-5	-0.001754144	-0.0387762
2057	-0.00357665	-2.166912E-5	-0.001819711	-0.0323391
2058	-0.002846712	-1.717113E-5	-0.001770814	-0.02576207
2059	-0.002014119	1.71383E-5	-0.001744384	-0.01886575
2060	-0.001208615	0.0001132704	-0.001762462	-0.0117399
2061	-0.000472936	0.0001334949	-0.001761578	-0.00430296
2062	0.000409141	0.0002196132	-0.001742255	0.0032435
2063	0.001268921	0.0001718755	-0.001750181	0.01092701
2064	0.002123845	0.0002287734	-0.001781556	0.01883557
2065	0.003115485	0.0002293315	-0.001761611	0.02688263
2066	0.0039441	0.0002775617	-0.001805235	0.0349078
2067	0.00481441	0.0002952253	-0.001806676	0.0430205
2068	0.00576553	0.0003053047	-0.001756927	0.0514378
2069	0.00674061	0.000390143	-0.001752146	0.0598045
2070	0.00763576	0.000399565	-0.001811753	0.0682009
2071	0.0086111	0.000453673	-0.001856916	0.0767178
2072	0.00955316	0.000516316	-0.001753816	0.0851955
2073	0.01051191	0.000592059	-0.001795443	0.0937011
2074	0.01145625	0.000682052	-0.0017397	0.1024606
2075	0.01254265	0.000682906	-0.001757255	0.1118195
2076	0.01377839	0.00080642	-0.001772615	0.1238638
2077	0.01527038	0.000851531	-0.001769504	0.138107
2078	0.01683732	0.000893326	-0.001762495	0.1528165
2079	0.01826613	0.000983942	-0.001796229	0.1670638
2080	0.01973097	0.001056993	-0.001816338	0.1813705
2081	0.02112803	0.001074985	-0.001779853	0.1947332
2082	0.0223802	0.001101809	-0.001800748	0.2075515
2083	0.02366748	0.001144392	-0.001733085	0.2194041
2084	0.02478993	0.001185432	-0.001747954	0.2310046
2085	0.02596207	0.001209761	-0.001712681	0.2421516
2086	0.02705741	0.001297619	-0.001720901	0.2526646
2087	0.02806417	0.001387185	-0.00175922	0.2633339
2088	0.02921851	0.001444969	-0.001751753	0.273577
2089	0.03022498	0.001459875	-0.001831338	0.2837058
2090	0.03130649	0.001518611	-0.001780213	0.2940218
2091	0.0323219	0.001615104	-0.001744941	0.3039856
2092	0.0333161	0.001675384	-0.00174851	0.3135043
2093	0.0343334	0.001761962	-0.001729187	0.323454
2094	0.0353569	0.001870702	-0.001770716	0.333365
2095	0.036348	0.001931868	-0.001772026	0.343434
2096	0.0373254	0.001966604	-0.001774351	0.353265
2097	0.0383779	0.001946741	-0.001807626	0.363192
2098	0.0394766	0.002015031	-0.001753652	0.37297
2099	0.0403886	0.002066052	-0.001775301	0.382728
2100	0.0413784	0.002099541	-0.001747266	0.392417
2101	0.0423652	0.00217883	-0.001730727	0.402353
2102	0.043415	0.002196888	-0.001874209	0.412132
2103	0.0443734	0.002261632	-0.001767408	0.421955
2104	0.0454057	0.002309797	-0.00182315	0.431573
2105	0.0464118	0.002236319	-0.001763707	0.44152
2106	0.047455	0.002395259	-0.00176803	0.451354
2107	0.048431	0.002379171	-0.001819023	0.461154
2108	0.0493716	0.002489519	-0.00175172	0.470175
2109	0.0503298	0.002557186	-0.001776119	0.479875
2110	0.0512764	0.002610801	-0.001721655	0.489659
2111	0.0523663	0.002719901	-0.00174101	0.49946
2112	0.0533842	0.002666057	-0.001773074	0.509669
2113	0.0544325	0.002741242	-0.001811818	0.519418
2114	0.0554473	0.002868335	-0.001785355	0.529337
2115	0.0563969	0.002886524	-0.00172958	0.539138
2116	0.0573765	0.002871782	-0.001779198	0.548789
2117	0.0584219	0.002897522	-0.001761873	0.558196
2118	0.0594187	0.002955175	-0.00182767	0.568327
2119	0.0603584	0.003004587	-0.001792429	0.578174
2120	0.0613477	0.00308565	-0.001807986	0.588068
2121	0.0623847	0.00310768	-0.00170469	0.597948
2122	0.0633928	0.003159193	-0.001761971	0.607719
2123	0.0644338	0.00324272	-0.001730858	0.6175
2124	0.0655253	0.00328895	-0.00175113	0.627544
2125	0.0664518	0.00329206	-0.001780967	0.637379
2126	0.0673929	0.00334236	-0.001744351	0.646742
2127	0.0683653	0.00343744	-0.001776152	0.656512
2128	0.0693847	0.00347464	-0.001777626	0.66624
2129	0.070438	0.00347986	-0.001763347	0.676548
2130	0.0714391	0.0035951	-0.001773336	0.686331
2131	0.0724279	0.00362357	-0.001819744	0.696003
2132	0.0734124	0.00374958	-0.001847353	0.705472
2133	0.0744183	0.0037396	-0.001824296	0.715458
2134	0.0754169	0.00379695	-0.001777986	0.72517
2135	0.0764232	0.00387263	-0.001766622	0.735065
2136	0.0773861	0.00395583	-0.001772091	0.744709
2137	0.0783976	0.00400554	-0.001747823	0.754704
2138	0.0794135	0.00399254	-0.001732757	0.764635
2139	0.0804005	0.0040382	-0.001713565	0.774418
2140	0.0882285	0.002737401	-0.001729711	0.527075
2141	0.1028677	0.0001571668	-0.001679177	0.00372508
2142	0.103279	0.0001815938	-0.001726305	0.00376088
2143	0.1016696	0.0001661299	-0.001734657	0.00368254
2144	0.0988603	0.0001933148	-0.001765639	0.00351405
2145	0.0961884	0.0002087458	-0.001750279	0.00346299
2146	0.0954655	0.0001735171	-0.001720738	0.00360302
2147	0.0942858	0.0001487618	-0.001736687	0.00352356
2148	0.0935812	0.0002030331	-0.00176148	0.0033756
2149	0.0933173	0.0001444936	-0.001742582	0.00338901
2150	0.0933796	0.0001248273	-0.001732528	0.00345876
2151	0.0938449	0.0001279791	-0.001682353	0.00341543
2152	0.0944351	0.0001191473	-0.001690148	0.00323207
2153	0.0952676	0.0001995857	-0.001710978	0.00338366
2154	0.096097	0.0001265345	-0.001687168	0.00332956
2155	0.0970334	0.0001796895	-0.001702724	0.00346629
2156	0.0979732	0.0002358322	-0.001762954	0.00335546
2157	0.0989482	0.0002067431	-0.00176934	0.00338023
2158	0.0998333	0.0001818564	-0.001770257	0.00327104
2159	0.1009061	0.0001524061	-0.001731709	0.00330777
2160	0.102013	0.0002688284	-0.001687364	0.00343366
2161	0.1030246	0.000224341	-0.001700727	0.0033472
2162	0.1039351	0.0001860918	-0.001716447	0.00328029
2163	0.1049503	0.000174896	-0.001620094	0.0032797
2164	0.1060011	0.0001117273	-0.00164731	0.00326147
2165	0.1068961	0.0001373034	-0.001628249	0.00322633
2166	0.1079246	0.0001300147	-0.001615705	0.00336226
2167	0.1089586	0.0001956459	-0.001615443	0.00335255
2168	0.1099257	0.0001655061	-0.001632408	0.00336385
2169	0.1109815	0.0001648823	-0.001671251	0.00329826
2170	0.1119779	0.0001850411	-0.00170148	0.00329231
2171	0.1130088	0.0001223977	-0.001647506	0.00329112
2172	0.114019	0.0002121604	-0.001725945	0.00329218
2173	0.114947	0.0002012601	-0.00166326	0.00337573
2174	0.1160039	0.0001895391	-0.001729056	0.00356973
2175	0.116959	0.0001628467	-0.00165291	0.00329297
2176	0.1179674	0.0001753229	-0.001656022	0.00349984
2177	0.1189042	0.0001970248	-0.001728237	0.00352362
2178	0.1199326	0.0002218458	-0.001741272	0.00360097
2179	0.1210393	0.0002154764	-0.00174648	0.00341537
2180	0.1219684	0.0001407508	-0.001764395	0.00346642
2181	0.1229687	0.0001168819	-0.001709176	0.00348782
2182	0.1240095	0.0001657359	-0.001655858	0.00345823
2183	0.1249519	0.0001397658	-0.001651109	0.00338551
2184	0.1259378	0.0001582831	-0.001666174	0.00348089
2185	0.1268961	0.000116094	-0.001714744	0.00347752
2186	0.1279882	0.0001632407	-0.001742779	0.00348696
2187	0.1289446	0.0001877334	-0.001705705	0.00349674
2188	0.1298678	0.000167082	-0.001686611	0.00357204
2189	0.130894	0.0002070714	-0.00167374	0.00354549
2190	0.1319105	0.0001964338	-0.001669777	0.00347943
2191	0.1330067	0.0001382884	-0.001726469	0.00349482
2192	0.1339398	0.0001524061	-0.001739733	0.00356755
2193	0.1350363	0.000148335	-0.001660377	0.0034793
2194	0.1360688	0.0001571668	-0.001708161	0.00335486
2195	0.1370507	0.000170989	-0.001654515	0.00367805
2196	0.1379757	0.0001811341	-0.001742255	0.00356048
2197	0.138944	0.0001382555	-0.001683631	0.00356973
2198	0.1398989	0.0001435415	-0.001728172	0.00364747
2199	0.1409542	0.0001668194	-0.001739995	0.00370004
2200	0.1419441	0.0001978128	-0.001687528	0.00365579
2201	0.1429812	0.000200702	-0.001734788	0.00372065
2202	0.1440113	0.0001492543	-0.001660115	0.0036262
2203	0.1449332	0.0001551312	-0.001648194	0.00354674
2204	0.1459217	8.40171E-5	-0.001698467	0.00356101
2205	0.1468598	0.0001548357	-0.001649406	0.00349648
2206	0.1478171	0.0001031253	-0.001704035	0.00351246
2207	0.1489083	0.0001056205	-0.001761382	0.00337038
2208	0.1499176	9.67887E-5	-0.001721229	0.00356339
2209	0.1510317	9.89228E-5	-0.001715563	0.00360222
2210	0.1520008	0.0001350052	-0.001673838	0.00371874
2211	0.153006	0.0001513883	-0.00170672	0.00364714
2212	0.153971	0.0002239799	-0.001734689	0.0037908
2213	0.154955	0.0001283403	-0.001746807	0.00352911
2214	0.1559257	0.0001036506	-0.001755093	0.00376491
2215	0.1569826	0.0001133361	-0.001680585	0.00376999
2216	0.1579949	5.66352E-5	-0.00170112	0.00357673
2217	0.1590146	0.0001176042	-0.001733707	0.00354918
2218	0.1599857	0.0001498781	-0.001720246	0.0036657
2219	0.1609497	0.000160056	-0.00170636	0.0037229
2220	0.1619222	0.000183695	-0.001740388	0.00372138
2221	0.162913	0.0001261734	-0.001611054	0.0036408
2222	0.1638958	0.0001560505	-0.001674624	0.00378987
2223	0.1649715	0.0001907211	-0.001662441	0.00371999
2224	0.1659745	0.0001331994	-0.001752768	0.00370909
2225	0.1669691	0.0001148463	-0.001769078	0.00353895
2226	0.1679207	0.0001273553	-0.001685006	0.00377699
2227	0.1689042	0.000140127	-0.001785061	0.00368333
2228	0.1698302	6.84219E-5	-0.001747266	0.00382931
2229	0.1709153	0.0001161924	-0.001729384	0.00378479
2230	0.1719614	9.3801E-5	-0.001685104	0.0039369
2231	0.1729505	8.84166E-5	-0.001746545	0.003826
2232	0.1739685	0.0001205263	-0.001774809	0.00382706
2233	0.1750392	9.93825E-5	-0.001815519	0.00379298
2234	0.1760068	0.000106901	-0.001708325	0.0037373
2235	0.1770656	0.0001365811	-0.001638139	0.00365064
2236	0.1779534	0.0001638645	-0.001709733	0.0037443
2237	0.178937	0.0001141897	-0.001768882	0.00392026
2238	0.179925	0.0002131453	-0.001767277	0.00381874
2239	0.1809886	0.0001860918	-0.001783849	0.00376365
2240	0.1819781	0.0002337638	-0.001733674	0.00367686
2241	0.1830499	0.0001993231	-0.001736262	0.0039264
2242	0.1839233	0.0001496482	-0.001710421	0.00394107
2243	0.1849668	0.0001700041	-0.001744678	0.00396167
2244	0.185951	0.0001921	-0.001704919	0.00391365
2245	0.1869587	0.0001965323	-0.001752375	0.00385427
2246	0.187954	0.0001864201	-0.001751655	0.00380559
2247	0.1889438	0.0001831369	-0.001685301	0.0039377
2248	0.1899748	0.000103191	-0.001730563	0.00402013
2249	0.1909793	0.0001585457	-0.001779198	0.00415104
2250	0.1919626	5.82111E-5	-0.001691622	0.00392317
2251	0.1930143	0.0001612379	-0.001782899	0.00385579
2252	0.1939428	0.0001372378	-0.001756076	0.00389225
2253	0.1949285	0.0001221022	-0.001750672	0.00396986
2254	0.196004	0.0001543761	-0.001758794	0.00400157
2255	0.1969453	0.00016787	-0.001736392	0.00398255
2256	0.1979388	8.63153E-5	-0.001733052	0.00400797
2257	0.1989907	0.0001525046	-0.001797768	0.00404285
2258	0.1999792	0.0001346112	-0.001741862	0.00379456
2259	0.2009698	0.0001905569	-0.001724013	0.00400936
2260	0.202064	0.0001742394	-0.001766196	0.00406603
2261	0.2030197	0.0001387152	-0.001750181	0.00414701
2262	0.2040456	0.0001296207	-0.001720901	0.00415864
2263	0.2050264	0.0001216754	-0.001721949	0.00405679
2264	0.2059761	0.0001694788	-0.001764624	0.00399978
2265	0.206938	0.0001370736	-0.001729711	0.00411861
2266	0.2079643	0.0002390826	-0.001682157	0.00399199
2267	0.2089052	0.000148532	-0.001675639	0.00400005
2268	0.2099593	0.0001446578	-0.001707703	0.00405963
2269	0.2108915	0.0002092712	-0.001736786	0.00410969
2270	0.1817842	0.00879313	-0.001774351	1.709482
2271	0.1822044	0.00899564	-0.001749034	1.767772
2272	0.185917	0.00916666	-0.001688511	1.80418
2273	0.1922674	0.00942127	-0.001701414	1.866053
2274	0.1983616	0.00982645	-0.001725061	1.926928
2275	0.2039645	0.01008129	-0.001679766	1.980517
2276	0.2230591	0.01105795	-0.001729777	2.167783
2277	0.2611414	0.01289286	-0.001763871	2.539343
2278	0.2993329	0.01466267	-0.001698434	2.911349
